No.,Sentence,StemWords,MatchWords,Use
234,"39  http://www.apa.org/news/press/releases/2013/11/video-games.aspx (Accessed 10 November 2015) 40  Ofcom Report on Internet safety measures, Strategies of parental protection for children online, 2014, Available at http://stakeholders.ofcom.org.uk/binaries/internet/internet-safety-measures.pdf (accessed 25 November 2015) 41  Cox 2014 Teen Internet Safety Survey, Available at http://www.cox.com/wcm/en/aboutus/datasheet/takecharge/tween-internet-safety-survey.pdf  (Accessed on 26 November 2015) 42  The Integration Centre.","['http', 'access', 'novemb', 'ofcom', 'report', 'internet', 'safeti', 'measur', 'strategi', 'parent', 'protect', 'children', 'onlin', 'avail', 'http', 'access', 'novemb', 'cox', 'teen', 'internet', 'safeti', 'survey', 'avail', 'http', 'access', 'novemb', 'integr', 'centr']","{'internet', 'measur', 'access'}",Y
235,Online Gaming and Youth Cultural Perceptions.,"['onlin', 'game', 'youth', 'cultur', 'percept']",set(),N
236,Available at http://www.integrationcentre.ie/getattachment/3728d764-143f-4ece-bf9a-a0134ceda102/Online-Gaming-and-Youth-Cultural-Perceptions.,"['avail', 'http']",set(),N
237,43  Adapted http://www.msnbc.msn.com/id/17175353/ (accessed 10 November 2015) 44  http://treeofsaviorgame.com/general/313/understand-game-addiction-law-in-south-korea-in-5-minutes/ (accessed 10 November 2015) 45  https://www.getsafeonline.org/safeguarding-children/gaming/ (Accessed 10 November 2015)  aspx (Accessed 3 November 2015)  Guidelines for Children and Young People24  www.itu.int/copGuidelines for Children and Young People25  Digital Citizenship:  The introduction of  new  technologies always carries the  need to understand how to use  it appropriately.,"['adapt', 'http', 'access', 'novemb', 'http', 'access', 'novemb', 'http', 'access', 'novemb', 'aspx', 'access', 'novemb', 'guidelin', 'children', 'young', 'peopl', 'children', 'young', 'peopl', 'digit', 'citizenship', 'introduct', 'new', 'technolog', 'alway', 'carri', 'need', 'understand', 'use', 'appropri']","{'technolog', 'access'}",Y
238,"We, including  children and young people, can  demand that the producers and  providers build in as many safety  features as possible, enabling  us to make informed choices  on matters, like for instance,  revealing private information.","['includ', 'children', 'young', 'peopl', 'demand', 'produc', 'provid', 'build', 'mani', 'safeti', 'featur', 'possibl', 'enabl', 'us', 'make', 'inform', 'choic', 'matter', 'like', 'instanc', 'reveal', 'privat', 'inform']","{'inform', 'includ'}",Y
239,"A  2015 global survey on privacy on  the Internet reveals that two out  of  three websites and apps collect  and process personal data of   children, and half  of  the sites and  apps share personal information  about children with other  organizations.","['global', 'survey', 'privaci', 'internet', 'reveal', 'two', 'three', 'websit', 'app', 'collect', 'process', 'person', 'data', 'children', 'half', 'site', 'app', 'share', 'person', 'inform', 'children', 'organ']","{'internet', 'organ', 'inform'}",Y
240,"In more than 70%  per cent of  these sites and apps,   it was not easy to delete personal  information from an account.46  Given this scenario, it is up to  children and young people to  carry the main responsibility  of  acting appropriately and  respectfully online.","['per', 'cent', 'site', 'app', 'easi', 'delet', 'person', 'inform', 'given', 'scenario', 'children', 'young', 'peopl', 'carri', 'main', 'respons', 'act', 'appropri', 'respect', 'onlin']",{'inform'},Y
241,Increasingly  the term of  digital citizenship is  being used.,"['increasingli', 'term', 'digit', 'citizenship', 'use']",set(),N
242,Digital citizenship  isn’t just about recognising and  dealing with online hazards.,"['digit', 'citizenship', 'recognis', 'deal', 'onlin', 'hazard']",set(),N
243,"It’s  about building safe spaces and  communities, understanding how  to manage personal information,  and about being Internet savvy  - using your online presence to  grow and shape your world in a  safe, creative way, and inspiring  others to do the same47.","['build', 'safe', 'space', 'commun', 'understand', 'manag', 'person', 'inform', 'internet', 'savvi', 'use', 'onlin', 'presenc', 'grow', 'shape', 'world', 'safe', 'creativ', 'way', 'inspir', 'other']","{'internet', 'manag', 'inform'}",Y
244,Safer Internet celebrations:  The positive and safer use of   the Internet is celebrated around  the world every year.,"['safer', 'internet', 'celebr', 'posit', 'safer', 'use', 'internet', 'celebr', 'around', 'world', 'everi', 'year']",{'internet'},Y
245,"This might  involve children, the local school,  industry and relevant players who  all collaborate in creating greater  awareness of  the opportunities to  get a positive online experience.","['might', 'involv', 'children', 'local', 'school', 'industri', 'relev', 'player', 'collabor', 'creat', 'greater', 'awar', 'opportun', 'get', 'posit', 'onlin', 'experi']",{'industri'},Y
246,To get the most updated  information on these events it is  suggested you do a search online  for terms like “internet safety  celebration” + “country name”.,"['get', 'updat', 'inform', 'event', 'suggest', 'search', 'onlin', 'term', 'like', 'internet', 'safeti', 'celebr', 'countri', 'name']","{'internet', 'inform'}",Y
247,46  https://www.getsafeonline.org/safeguarding-children/gaming/ (Accessed 10 November 2015) 47  http://www.insidemarketing.it/privacy-e-minori-il-50-di-siti-web-e-app-condivide-i-dati-di-bambini-con-terze-parti_8103/ (Accessed 25 November 2015) http://www.digizen.org/  Guidelines for Children and Young People26  www.itu.int/copGuidelines for Children and Young People27  Here is a list of issues you should consider when discussing “Digital Citizenship.”48  Digital Etiquette:  electronic standards of   conduct or procedure.,"['http', 'access', 'novemb', 'http', 'access', 'novemb', 'http', 'guidelin', 'children', 'young', 'peopl', 'children', 'young', 'peopl', 'list', 'issu', 'consid', 'discuss', 'digit', 'digit', 'etiquett', 'electron', 'standard', 'conduct', 'procedur']","{'access', 'standard'}",Y
248,"•  It is not enough to create  rules and policy, we must  learn to become responsible  digital citizens in this new  society.","['enough', 'creat', 'rule', 'polici', 'must', 'learn', 'becom', 'respons', 'digit', 'citizen', 'new', 'societi']",set(),N
249,Digital Communication:  electronic exchange of   information.,"['digit', 'commun', 'electron', 'exchang', 'inform']",{'inform'},Y
250,•  Anyone should be afforded   the opportunity to access  information anywhere and  anytime.,"['anyon', 'afford', 'opportun', 'access', 'inform', 'anywher', 'anytim']","{'inform', 'access'}",Y
251,Digital Literacy: process of   teaching and learning about  technology and the use of  technology.,"['digit', 'literaci', 'process', 'teach', 'learn', 'technolog', 'use', 'technolog']",{'technolog'},Y
252,"•  As new technologies emerge,  we need to learn how to use  that technology quickly and  appropriately.","['new', 'technolog', 'emerg', 'need', 'learn', 'use', 'technolog', 'quickli', 'appropri']",{'technolog'},Y
253,We need to be  digital literate.,"['need', 'digit', 'liter']",set(),N
254,Digital Access: full  electronic participation in  society.,"['digit', 'access', 'full', 'electron', 'particip', 'societi']",{'access'},Y
255,•  Digital exclusion of  any kind  does not enhance the growth  of  human beings in an elec- tronic society.,"['digit', 'exclus', 'kind', 'enhanc', 'growth', 'human', 'be', 'tronic', 'societi']",set(),N
256,One gender  should not have preferential  treatment over another.,"['one', 'gender', 'preferenti', 'treatment', 'anoth']",set(),N
257,"Elec- tronic access should not be  determined by race, physical  or mental challenges.","['tronic', 'access', 'determin', 'race', 'physic', 'mental', 'challeng']",{'access'},Y
258,The  issue of  people in cities or  towns with limited connec- tivity needs to be addressed  as well.,"['issu', 'peopl', 'citi', 'town', 'limit', 'tiviti', 'need', 'address', 'well']",set(),N
259,"To become produc- tive citizens, we need to be  committed to equal digital  access.","['becom', 'tive', 'citizen', 'need', 'commit', 'equal', 'digit', 'access']",{'access'},Y
260,Digital Commerce: electronic  buying and selling of  goods.,"['digit', 'commerc', 'electron', 'buy', 'sell', 'good']",set(),N
261,•  Children and young people  need to learn about how to  be effective consumers in a  safe digital economy.,"['children', 'young', 'peopl', 'need', 'learn', 'effect', 'consum', 'safe', 'digit', 'economi']",set(),N
262,48  http://www.digitalcitizenship.net/Nine_Elements.html (Accessed 26 November 2015)  Digital Law: electronic respon- sibility for actions and deeds.,"['http', 'access', 'novemb', 'digit', 'law', 'electron', 'sibil', 'action', 'deed']",{'access'},Y
263,•  Digital law deals with the   ethics of  technology.,"['digit', 'law', 'deal', 'ethic', 'technolog']",{'technolog'},Y
264,There  are certain rules of  society  that fall under illegal acts.,"['certain', 'rule', 'societi', 'fall', 'illeg', 'act']",set(),N
265,These laws apply to anyone  who works or plays online.,"['law', 'appli', 'anyon', 'work', 'play', 'onlin']",{'work'},Y
266,Digital Rights and Responsi- bilities: those freedoms extend- ed to everyone in a digital world.,"['digit', 'right', 'biliti', 'freedom', 'ed', 'everyon', 'digit', 'world']",set(),N
267,"•  Basic digital rights must be  addressed, discussed, and  understood in the digital  world.","['basic', 'digit', 'right', 'must', 'address', 'discuss', 'understood', 'digit', 'world']",set(),N
268,With these rights also  come responsibilities.,"['right', 'also', 'come', 'respons']",set(),N
269,"Users,  including children and young  people, must help define  how the technology is to  be used in an appropriate  manner.","['user', 'includ', 'children', 'young', 'peopl', 'must', 'help', 'defin', 'technolog', 'use', 'appropri', 'manner']","{'includ', 'technolog'}",Y
270,In a digital society  these two areas must work  together for everyone to be  productive.,"['digit', 'societi', 'two', 'area', 'must', 'work', 'togeth', 'everyon', 'product']",{'work'},Y
271,Digital Security (self-protec- tion): electronic precautions to  guarantee safety.,"['digit', 'secur', 'tion', 'electron', 'precaut', 'guarante', 'safeti']",{'secur'},Y
272,"•  In any society, there are   individuals who steal, deface  property, or disrupt other- people’s lives.","['societi', 'individu', 'steal', 'defac', 'properti', 'disrupt', 'peopl', 'live']",set(),N
273,The same is  true for the digital com- mu- nity.,"['true', 'digit', 'niti']",set(),N
274,It is not enough to trust  your peers in the community  for your own safety.,"['enough', 'trust', 'peer', 'commun', 'safeti']",set(),N
275,"In our  own homes, we put locks on  our doors and fire alarms  in our homes to provide  some level of  protection.","['home', 'put', 'lock', 'door', 'fire', 'alarm', 'home', 'provid', 'level', 'protect']",set(),N
276,The same must be true in  the digital world to provide  protection and digital secu- rity.,"['must', 'true', 'digit', 'world', 'provid', 'protect', 'digit', 'riti']",set(),N
277,"We need to have virus  protection, backups of  data,  and surge control of  our  equipment.","['need', 'viru', 'protect', 'backup', 'data', 'surg', 'control', 'equip']",{'control'},Y
278,"As responsible  citizens, we must protect our  information from outside  forces that might cause dis- ruption or harm.","['respons', 'citizen', 'must', 'protect', 'inform', 'outsid', 'forc', 'might', 'caus', 'ruption', 'harm']",{'inform'},Y
279,"Guidelines for Children and Young People28 “All children and young people around the world  have the right to a safe experience online ”  www.itu.int/copGuidelines for Children and Young People29  What you need to know  to stay safe online  INTERNET SAFETY  GUIDELINES: Internet safety messages need to  be timely, age specific, culturally  sensitive and match the values and  laws of  the society in which the  child or young person lives.","['guidelin', 'children', 'young', 'peopl', 'children', 'young', 'peopl', 'around', 'world', 'right', 'safe', 'experi', 'onlin', 'children', 'young', 'peopl', 'need', 'know', 'stay', 'safe', 'onlin', 'internet', 'safeti', 'guidelin', 'internet', 'safeti', 'messag', 'need', 'time', 'age', 'specif', 'cultur', 'sensit', 'match', 'valu', 'law', 'societi', 'child', 'young', 'person', 'live']",{'internet'},Y
