No.,Sentence,StemWords,MatchWords,Use
731,J.,['j'],set(),N
732,"Power Energy Syst., no.","['power', 'energi']",set(),N
733,"2, pp.",['pp'],set(),N
734,"86ñ92, 2004.",[],set(),N
735,"[61] F. Sheldon, S. Batsell, S. Prowell, and M. A. Langston, ìPosition statement: Methodology to support dependable survivable cyber-secure infrastructure,î in Proc.","['sheldon', 'batsel', 'prowel', 'langston', 'posit', 'statement', 'methodolog', 'support', 'depend', 'surviv', 'infrastructur', 'proc']",set(),N
736,38th Hawaii Int.,"['hawaii', 'int']",set(),N
737,Conf.,['conf'],set(),N
738,Syst.,['syst'],set(),N
739,"Sci., 2005, vol.",['vol'],set(),N
740,"9, pp.",['pp'],set(),N
741,1ñ10.,[],set(),N
742,"[62] G. Dondossola, G. Deconinck, F. D. Giandomenico, S. Donatelli, M. Kaaniche, and P. Verissimo, ìCritical utility infrastructural re- silience,î in Proc.","['dondossola', 'deconinck', 'giandomenico', 'donatelli', 'kaanich', 'verissimo', 'critic', 'util', 'infrastructur', 'silienc', 'proc']",set(),N
743,Complex Netw.,"['complex', 'netw']",set(),N
744,"Infrastructure Protection, Rome, Italy, Mar.","['infrastructur', 'protect', 'rome', 'itali', 'mar']",set(),N
745,"28ñ29, 2006.",[],set(),N
746,"[63] G. Dondossola, O. Lamquet, and A. Torkilseng, ìKey issues and re- lated methodologies in the security risk analysis and evaluation of elec- tric power control systems,î in Proc.","['dondossola', 'lamquet', 'torkilseng', 'key', 'issu', 'late', 'methodolog', 'secur', 'risk', 'analysi', 'evalu', 'tric', 'power', 'control', 'system', 'proc']","{'secur', 'control'}",Y
747,"CIGRE? Session, Study Committee D2 Inf., Telecommun.","['session', 'studi', 'committe', 'telecommun']",set(),N
748,Telecontrol Syst.,"['telecontrol', 'syst']",set(),N
749,Elect.,['elect'],set(),N
750,"Power Ind., Paris, France, Sep. 2006.","['power', 'pari', 'franc']",set(),N
751,"[64] S. Evans, D. Heinbuch, E. Kyle, J. Piorkowski, and J. Wallner, ìRisk- based systems security engineering: Stopping attacks with intention,î IEEE Secur.","['evan', 'heinbuch', 'kyle', 'piorkowski', 'wallner', 'base', 'system', 'secur', 'engin', 'stop', 'attack', 'intent', 'ieee', 'secur']",{'secur'},Y
752,"Privacy, vol.","['privaci', 'vol']",set(),N
753,"2, no.",[],set(),N
754,"6, pp.",['pp'],set(),N
755,"59ñ62, Nov./Dec.",[],set(),N
756,2004.,[],set(),N
757,"[65] S. M. Rinaldi, J. P. Peerenboom, and T. K. Kelly, ìIdentifying, under- standing, and analyzing critical infrastructure interdependencies,î IEEE Control Syst.","['rinaldi', 'peerenboom', 'kelli', 'identifi', 'stand', 'analyz', 'critic', 'infrastructur', 'interdepend', 'ieee', 'control', 'syst']",{'control'},Y
758,"Mag., vol.",['vol'],set(),N
759,"21, no.",[],set(),N
760,"6, pp.",['pp'],set(),N
761,"11ñ25, Dec. 2001.",[],set(),N
762,"[66] S. E. Schechter, ìToward econometric models of the security risk from remote attack,î IEEE Secur.","['schechter', 'toward', 'econometr', 'model', 'secur', 'risk', 'remot', 'attack', 'ieee', 'secur']",{'secur'},Y
763,"Privacy, vol.","['privaci', 'vol']",set(),N
764,"3, no.",[],set(),N
765,"1, pp.",['pp'],set(),N
766,"40ñ44, Jan. 2005.",[],set(),N
767,"[67] S. Bistarelli, F. Fioravanti, and P. Peretti, ìDefense trees for economic  evaluation of security investments,î in Proc.","['bistarelli', 'fioravanti', 'peretti', 'defens', 'tree', 'econom', 'evalu', 'secur', 'invest', 'proc']",{'secur'},Y
768,"ARES, 2006, pp.","['are', 'pp']",set(),N
769,416ñ423.,[],set(),N
770,"[68] M. Long, C.-H. Wu, and J. Y.","['long', 'wu']",set(),N
771,"Hung, ìDenial of service attacks on network-based control system: Impact and mitigation,î IEEE Trans.","['hung', 'denial', 'servic', 'attack', 'control', 'system', 'impact', 'mitig', 'ieee', 'tran']",{'control'},Y
772,Ind.,['ind'],set(),N
773,"Inf., vol.",['vol'],set(),N
774,"1, no.",[],set(),N
775,"2, pp.",['pp'],set(),N
776,"85ñ96, May 2005.",['may'],set(),N
777,"[69] X. Luo, R. Chang, and E. Chan, ìPerformance analysis of TCP/AQM under denial-of-service attacks,î in Proc.","['luo', 'chang', 'chan', 'perform', 'analysi', 'attack', 'proc']",set(),N
778,13th IEEE Int.,"['ieee', 'int']",set(),N
779,Symp.,['symp'],set(),N
780,"Modeling, Anal., Simul.","['model', 'simul']",set(),N
781,Comput.,['comput'],set(),N
782,Telecommun.,['telecommun'],set(),N
783,"Syst., Sep. 27ñ29, 2005, pp.",['pp'],set(),N
784,97ñ104.,[],set(),N
785,"[70] D. S. Yeung, S. Jin, and X. Wang, ìCovariance-matrix modeling and detecting various ?ooding attacks,î IEEE Trans.","['yeung', 'jin', 'wang', 'model', 'detect', 'variou', 'ood', 'attack', 'ieee', 'tran']",set(),N
786,"Syst., Man, Cybern.","['man', 'cybern']",set(),N
787,"A, Syst., Humans, vol.","['human', 'vol']",set(),N
788,"37, no.",[],set(),N
789,"2, pp.",['pp'],set(),N
790,"157ñ169, Mar.",['mar'],set(),N
791,2007.,[],set(),N
792,"[71] J. Bigham, D. A. O. Gamez, X. Jin, J. Rodaway, C. Phillips, and L. Titkov, ìSafeguarding electricity cyber-infrastructures against the worm threat,î in Proc.","['bigham', 'gamez', 'jin', 'rodaway', 'phillip', 'titkov', 'safeguard', 'electr', 'worm', 'threat', 'proc']",set(),N
793,"2nd CRIS, Grenoble, France, Oct. 25ñ27, 2004.","['cri', 'grenobl', 'franc']",set(),N
794,"[72] S. Nadjm-Tehrani, S. Burschka, K. Burbeck, and T. Chyssler, ìSafeguard- ing information infrastructures: Alarm reduction and anomaly detection,î in Proc.","['burschka', 'burbeck', 'chyssler', 'ing', 'inform', 'infrastructur', 'alarm', 'reduct', 'anomali', 'detect', 'proc']",{'inform'},Y
795,"2nd CRIS, Grenoble, France, Oct. 25ñ27, 2004.","['cri', 'grenobl', 'franc']",set(),N
796,"[73] Y. Zhang, M. Ilic, and O. Tonguz, ìApplication of support vector machine classi?cation to enhanced protection relay logic in electric power grids,î in Proc.","['zhang', 'ilic', 'tonguz', 'applic', 'support', 'vector', 'machin', 'classi', 'cation', 'enhanc', 'protect', 'relay', 'logic', 'electr', 'power', 'grid', 'proc']",set(),N
797,"LESCOPE, Montreal, QC, Canada, Oct. 10ñ12, 2007, pp.","['lescop', 'montreal', 'qc', 'canada', 'pp']",set(),N
798,31ñ38.,[],set(),N
799,"[74] S. Su, W.-L. Chan, K.-K. Li, X. Duan, and X. Zeng, ìContext information- based cybersecurity defense of protection system,î IEEE Trans.","['su', 'chan', 'li', 'duan', 'zeng', 'context', 'base', 'cybersecur', 'defens', 'protect', 'system', 'ieee', 'tran']",{'cybersecur'},Y
800,"Power Del., vol.","['power', 'vol']",set(),N
801,"22, no.",[],set(),N
802,"3, pp.",['pp'],set(),N
803,"1477ñ1481, Jul.",['jul'],set(),N
804,2007.,[],set(),N
805,TEN et al.,"['ten', 'et', 'al']",set(),N
806,": CYBERSECURITY FOR CRITICAL INFRASTRUCTURES  865  Govindarasu Manimaran (Mí99ñSMí10) received the Ph.D. degree in computer science and engineer- ing from the Indian Institute of Technology, Madras, India, in 1998.","['cybersecur', 'critic', 'infrastructur', 'govindarasu', 'manimaran', 'receiv', 'degre', 'comput', 'scienc', 'ing', 'indian', 'institut', 'technolog', 'madra', 'india']","{'technolog', 'cybersecur'}",Y
807,"He is currently an Associate Professor with the Department of Electrical and Computer Engineering, Iowa State University (ISU).","['current', 'associ', 'professor', 'depart', 'electr', 'comput', 'engin', 'iowa', 'state', 'univers', 'isu']",set(),N
808,"His research expertise is in the areas of resource management in real-time systems and networks, overlay networks, network security, and their applications to critical infrastruc- tures such as the electric grid.","['research', 'expertis', 'area', 'resourc', 'manag', 'system', 'network', 'overlay', 'network', 'network', 'secur', 'applic', 'critic', 'ture', 'electr', 'grid']","{'secur', 'manag', 'network'}",Y
809,He has published over 100 peer-reviewed research publications.,"['publish', 'research', 'public']",set(),N
810,"He is the coauthor of the book entitled Resource Management in Real-Time Systems and Networks (MIT Press, 2001).","['coauthor', 'book', 'entitl', 'resourc', 'manag', 'system', 'network', 'mit', 'press']","{'manag', 'network'}",Y
811,Dr. Manimaran received the Young Engineering Research Faculty Award at ISU in 2003.,"['manimaran', 'receiv', 'young', 'engin', 'research', 'faculti', 'award', 'isu']",set(),N
812,"He has given tutorials on Internet infrastructure security in conferences, such as the IEEE Infocom 2004 and IEEE ComSoc Tutorials Now (2004), and served as Workshop Cochair, Symposium Cochair, and Session Chair on many occasions.","['given', 'tutori', 'internet', 'infrastructur', 'secur', 'confer', 'ieee', 'infocom', 'ieee', 'comsoc', 'tutori', 'serv', 'workshop', 'cochair', 'symposium', 'cochair', 'session', 'chair', 'mani', 'occas']","{'internet', 'secur'}",Y
813,"Chen-Ching Liu (Fí94) received the Ph.D. degree from the University of California, Berkeley.","['liu', 'f', 'receiv', 'degre', 'univers', 'california', 'berkeley']",set(),N
814,"He is currently a Professor of power systems with the School of Electrical, Electrionic and Me- chanical Engineering, University College Dublin, National University of Ireland, Dublin, Ireland.","['current', 'professor', 'power', 'system', 'school', 'electr', 'electrion', 'chanic', 'engin', 'univers', 'colleg', 'dublin', 'nation', 'univers', 'ireland', 'dublin', 'ireland']",set(),N
815,He was the Palmer Chair Professor of Electrical and Computer Engineering with Iowa State University.,"['palmer', 'chair', 'professor', 'electr', 'comput', 'engin', 'iowa', 'state', 'univers']",set(),N
816,"During 1983ñ2005, he was a Professor of electri- cal engineering with the University of Washington, Seattle, where he also served as the Associate Dean  of Engineering from 2000 to 2005.","['professor', 'cal', 'engin', 'univers', 'washington', 'seattl', 'also', 'serv', 'associ', 'dean', 'engin']",set(),N
817,Dr. Liu received the IEEE Third Millennium Medal in 2000 and the IEEE Power Engineering Society Outstanding Power Engineering Educator Award in 2004.,"['liu', 'receiv', 'ieee', 'third', 'millennium', 'medal', 'ieee', 'power', 'engin', 'societi', 'outstand', 'power', 'engin', 'educ', 'award']",set(),N
818,"He was the Chair of the Technical Committee on Power System Analysis, Computing, and Economics of the IEEE Power Engineering Society.","['chair', 'technic', 'committe', 'power', 'system', 'analysi', 'comput', 'econom', 'ieee', 'power', 'engin', 'societi']",set(),N
819,"[75] G. A. Wang, H. Chen, J. J. Xu, and H. Atabakhsh, ìAutomatically detect- ing criminal identity deception: An adaptive detection algorithm,î IEEE Trans.","['wang', 'chen', 'xu', 'atabakhsh', 'automat', 'ing', 'crimin', 'ident', 'decept', 'adapt', 'detect', 'algorithm', 'ieee', 'tran']",set(),N
820,"Syst., Man, Cybern.","['man', 'cybern']",set(),N
821,"A, Syst., Humans, vol.","['human', 'vol']",set(),N
822,"36, no.",[],set(),N
823,"5, pp.",['pp'],set(),N
824,"988ñ999, Sep. 2006.",[],set(),N
825,"[76] E. Jonsson and T. Olovsson, ìA quantitative model of the security intru- sion process based on attacker behavior,î IEEE Trans.","['jonsson', 'olovsson', 'quantit', 'model', 'secur', 'sion', 'process', 'base', 'attack', 'behavior', 'ieee', 'tran']",{'secur'},Y
826,Softw.,['softw'],set(),N
827,"Eng., vol.",['vol'],set(),N
828,"23, no.",[],set(),N
829,"4, pp.",['pp'],set(),N
830,"235ñ245, Apr.",['apr'],set(),N
831,1997.,[],set(),N
832,"[77] N. Ye, Y. Zhang, and C. M. Borror, ìRobustness of the markov-chain model for cyber-attack detection,î IEEE Trans.","['ye', 'zhang', 'borror', 'robust', 'model', 'detect', 'ieee', 'tran']",set(),N
833,"Rel., vol.",['vol'],set(),N
834,"53, no.",[],set(),N
835,"1, pp.",['pp'],set(),N
836,"116ñ123, Mar.",['mar'],set(),N
837,2004.,[],set(),N
838,"[78] L. Lavalle, C. Balducelli, and G. Vicoli, ìA CBR-based algorithm to monitor and information intensive critical infrastructure,î in Proc.","['laval', 'balducelli', 'vicoli', 'algorithm', 'monitor', 'inform', 'intens', 'critic', 'infrastructur', 'proc']",{'inform'},Y
839,"2nd CRIS, Grenoble, France, Oct. 25ñ27, 2004.","['cri', 'grenobl', 'franc']",set(),N
840,"[79] N. Ye, Q. Chen, and C. M. Borror, ìEWMA forecast of normal system activity for computer intrusion detection,î IEEE Trans.","['ye', 'chen', 'borror', 'ewma', 'forecast', 'normal', 'system', 'activ', 'comput', 'intrus', 'detect', 'ieee', 'tran']",set(),N
841,"Rel., vol.",['vol'],set(),N
842,"53, no.",[],set(),N
843,"4, pp.",['pp'],set(),N
844,"557ñ566, Dec. 2004.",[],set(),N
845,[80] C.-W.,[],set(),N
846,"Ten, C.-C. Liu, and G. Manimaran, ìVulnerability assessment of cybersecurity for SCADA systems,î IEEE Trans.","['ten', 'liu', 'manimaran', 'vulner', 'assess', 'cybersecur', 'scada', 'system', 'ieee', 'tran']",{'cybersecur'},Y
847,"Power Syst., vol.","['power', 'vol']",set(),N
848,"23, no.",[],set(),N
849,"4, pp.",['pp'],set(),N
850,"1836ñ1846, Nov. 2008.",[],set(),N
851,"[81] G. Dondossola, J. Szanto, M. Masera, and I. N. Fovino, ìEvaluation of the effects of intentional threats to power substation control systems,î in Proc.","['dondossola', 'szanto', 'masera', 'fovino', 'evalu', 'effect', 'intent', 'threat', 'power', 'substat', 'control', 'system', 'proc']",{'control'},Y
852,"CNIP, Rome, Italy, 2006.","['cnip', 'rome', 'itali']",set(),N
853,"[82] C. M. Davis, J. E. Tate, H. Okhravl, C. Grier, T. J. Overbye, and D. Nicol, ìSCADA cybersecurity test bed development,î in Proc.","['davi', 'tate', 'okhravl', 'grier', 'overby', 'nicol', 'scada', 'cybersecur', 'test', 'bed', 'develop', 'proc']","{'develop', 'cybersecur'}",Y
854,"NAPS, Sep. 2006, pp.","['nap', 'pp']",set(),N
855,483ñ488.,[],set(),N
856,"[83] G. Dondossola, F. Garrone, J. Szanto, and F. Gennaro, ìA laboratory test bed for the evaluation of cyber-attacks to interacting ICT infrastructures of power grid operators,î in Proc.","['dondossola', 'garron', 'szanto', 'gennaro', 'laboratori', 'test', 'bed', 'evalu', 'interact', 'ict', 'infrastructur', 'power', 'grid', 'oper', 'proc']",set(),N
857,"CIRED Seminar: SmartGrid Distrib., Frankfurt, Germany, Jun.","['cire', 'seminar', 'smartgrid', 'frankfurt', 'germani', 'jun']",set(),N
858,"2008, p. 54.",[],set(),N
859,"[84] B. Schneier, ìAttack trees: Modeling security threats,î Dobbís J., vol.","['schneier', 'attack', 'tree', 'model', 'secur', 'threat', 'dobb', 'vol']",{'secur'},Y
860,"24,  no.",[],set(),N
861,"12, pp.",['pp'],set(),N
862,"21ñ29, Dec. 1999.",[],set(),N
863,"[85] A. Moore, R. Ellison, and R. Linger, Attack modeling for informa- tion security and survivability, Carnegie Mellon Univ., Pittsburgh, PA, CMU/SEI-2001-TN-001.","['moor', 'ellison', 'linger', 'attack', 'model', 'tion', 'secur', 'surviv', 'carnegi', 'mellon', 'pittsburgh', 'pa']",{'secur'},Y
864,[Online].,['onlin'],set(),N
865,"Available: http://citeseer.ist.psu.edu/ moore01attack.html  [86] G. Conti, M. Ahamad, and J. Stasko, ìAttacking information visual- ization system usability overloading and deceiving the human,î in Proc.","['avail', 'http', 'conti', 'ahamad', 'stasko', 'attack', 'inform', 'izat', 'system', 'usabl', 'overload', 'deceiv', 'human', 'proc']",{'inform'},Y
866,ACM Symp.,"['acm', 'symp']",set(),N
867,"Usable Privacy Security, Pittsburgh, PA, Jun.","['usabl', 'privaci', 'secur', 'pittsburgh', 'pa', 'jun']",{'secur'},Y
868,"2005, vol.",['vol'],set(),N
869,"93, pp.",['pp'],set(),N
870,89ñ100.,[],set(),N
871,"[87] C. Fung, Y. L. Chen, X. Wang, J. Lee, R. Tarquini, M. Anderson, and R. Linger, ìSurvivability analysis of distributed systems using attack tree methodology,î in Proc.","['fung', 'chen', 'wang', 'lee', 'tarquini', 'anderson', 'linger', 'surviv', 'analysi', 'distribut', 'system', 'use', 'attack', 'tree', 'methodolog', 'proc']",set(),N
872,"IEEE MILCOM, Oct. 17ñ20, 2005, vol.","['ieee', 'milcom', 'vol']",set(),N
873,"1, pp.",['pp'],set(),N
874,583ñ589.,[],set(),N
875,"[88] G. C. Dalton, R. F. Mills, J. M. Colombi, and R. A. Raines, ìAnalyzing attack trees using generalized stochastic Petri nets,î in Proc.","['dalton', 'mill', 'colombi', 'rain', 'analyz', 'attack', 'tree', 'use', 'gener', 'stochast', 'petri', 'net', 'proc']",set(),N
876,IEEE Inf.,"['ieee', 'inf']",set(),N
877,"Assurance Workshop, Jun.","['assur', 'workshop', 'jun']",set(),N
878,"2006, pp.",['pp'],set(),N
879,116ñ123.,[],set(),N
880,Chee-Wooi Ten (Sí00) received the B.S.,"['ten', 'receiv']",set(),N
881,and M.S.,[],set(),N
882,"degrees in electrical engineering from Iowa State University, Ames, in 1999 and 2001, respectively.","['degre', 'electr', 'engin', 'iowa', 'state', 'univers', 'ame', 'respect']",set(),N
883,"He is currently working toward the Ph.D. degree in the School of Electrical, Electronic, and Mechanical Engineering, University College Dublin, National University of Ireland, Dublin, Ireland.","['current', 'work', 'toward', 'degre', 'school', 'electr', 'electron', 'mechan', 'engin', 'univers', 'colleg', 'dublin', 'nation', 'univers', 'ireland', 'dublin', 'ireland']",{'work'},Y
884,He was a Summer Intern with the MidAmerican Energy Control Center in 2000.,"['summer', 'intern', 'midamerican', 'energi', 'control', 'center']","{'control', 'intern'}",Y
885,"He was also an Application Engineer with Siemens Energy Manage- ment and Information System, Singapore, from 2002 to 2005.","['also', 'applic', 'engin', 'siemen', 'energi', 'ment', 'inform', 'system', 'singapor']",{'inform'},Y
886,His research interests include interdependence modeling for power infrastructure.,"['research', 'interest', 'includ', 'interdepend', 'model', 'power', 'infrastructur']",{'includ'},Y
